iter	Logloss
0	0.2424502343
1	0.12328460082	0.08252405163
3	0.06832192935
4	0.04851104591
5	0.04458729666
6	0.03656291002
7	0.03344339334
8	0.02769431213
9	0.02592974754
10	0.02232651839
11	0.01950202836
12	0.01781687173
13	0.01484386329
14	0.01472816136
15	0.01231718546
16	0.01079044137
17	0.009671013864
18	0.008718919062
19	0.007905320305
20	0.006816858445
21	0.006216925801
22	0.005374653092
23	0.004877426128
24	0.004793091541
25	0.004793019184
26	0.004785431827
27	0.004260124002
28	0.004147144879
29	0.004004176602
30	0.003832576281
31	0.003594188584
32	0.003469777628
33	0.003388273463
34	0.003232597209
35	0.003232561994
36	0.003049205466
37	0.002892107826
38	0.002892091914
39	0.002721962376
40	0.002670280709
41	0.002670105156
42	0.002669982294
43	0.002669850926
44	0.002669649903
45	0.002669207919
46	0.002669012708
47	0.002664859805
48	0.0025578649
49	0.002394877609
50	0.002259690483
51	0.002196535946
52	0.002112288567
53	0.002043952529
54	0.002039054075
55	0.001958234826
56	0.001957870357
57	0.001957717889
58	0.001957474443
59	0.001957474443
60	0.001936385085
61	0.001852193349
62	0.001852171307
63	0.001811314707
64	0.00175514262
65	0.001714664294
66	0.001640878824
67	0.001640844
68	0.001640849217
69	0.001622077504
70	0.001621716224
71	0.001621732918
72	0.001621713485
73	0.001621640316
74	0.001621571581
75	0.00162156819
76	0.001621478196
77	0.001621455502
78	0.001621434373
79	0.001621412331
80	0.001604040153
81	0.001603860426
82	0.001603882859
83	0.001603524419
84	0.001580183967
85	0.001580092408
86	0.001580080409
87	0.001522878069
88	0.001434010104
89	0.001350930615
90	0.001350703413
91	0.001350717108
92	0.001295436456
93	0.001295487583
94	0.00129542521
95	0.001295373301
96	0.00129532429
97	0.00129520169
98	0.001295099175
99	0.00129511271
100	0.001295070843
101	0.001294894928
102	0.001294567529
103	0.001294473231
104	0.001294421322
105	0.001294392658
106	0.001294363152
107	0.001294297447
108	0.001294240451
109	0.001294212409
110	0.001294159978
111	0.001294131154
112	0.001294031117
113	0.001294060724
114	0.001293926516
115	0.001293893518
116	0.001293758788
117	0.00125405433
118	0.001253981682
119	0.001253880632
120	0.001253954584
121	0.00125367779
122	0.001253459066
123	0.001253353551
124	0.001253367768
125	0.001253223125
126	0.00125320304
127	0.001253113307
128	0.001253103786
129	0.001252969969
130	0.001253004401
131	0.001253046007
132	0.001253041051
133	0.001252893669
134	0.001252942579
135	0.001252790372
136	0.001252748897
137	0.001252804754
138	0.001252739802
139	0.001252673024
140	0.001252473733
141	0.001252557466
142	0.001252563857
143	0.001252497992
144	0.001252364436
145	0.00125236574
146	0.00125237187
147	0.001204733333
148	0.001204661077
149	0.001204444932
150	0.001204478772
151	0.001204320695
152	0.00120431868
153	0.001204335042
154	0.001204139795
155	0.001191350188
156	0.001191246239
157	0.001190877946
158	0.001190870903
159	0.001190830993
160	0.001190773706
161	0.001190379749
162	0.00119029145
163	0.001190305536
164	0.001190340751
165	0.001190320405
166	0.00119027906
167	0.001190182936
168	0.001190128169	169	0.001190063170	170	0.001190090171	0.00141055818
172	0.001410546572
173	0.001410518922
174	0.001410510314
175	0.001409290571
176	0.001409345871
177	0.001409309743
178	0.001409335176
179	0.001409319917
180	0.001409126234
181	0.001348961334
182	0.001345160592
183	0.001303477559
184	0.001303497253
185	0.001303421345
186	0.001286860093
187	0.001286545737
188	0.001286204442
189	0.001286169227
190	0.001286002543
191	0.001264007557
192	0.001186703262
193	0.001186686697
194	0.001186684872
195	0.001186597095
196	0.001186621123
197	0.001186583039
198	0.001186494349
199	0.001186483654
200	0.001142884997
201	0.001141108596
202	0.001141046122
203	0.001140963563
204	0.001140957041
205	0.001140886481
206	0.001140960954
207	0.00114057685
208	0.001140553112
209	0.001140468988
210	0.001140563155
211	0.001140401688
212	0.001140432468
213	0.001140407427
214	0.001140352909
215	0.001140356952
216	0.001140356952
217	0.001140365951
218	0.001140214135
219	0.001140248307
220	0.001140049668
221	0.001139794063
222	0.001139737458
223	0.001139739676
224	0.001139710851
225	0.001139708895
226	0.001139571557
227	0.001139608598
228	0.001139510256
229	0.001139434349
230	0.001139529168
231	0.001139504779
232	0.001139512082
233	0.001104728818
234	0.001085567164
235	0.001085513429
236	0.001085538992
237	0.001085516168
238	0.001084222212
239	0.001084352703
240	0.001083696791
241	0.001083687596
242	0.001083448656
243	0.001083141047
244	0.001083218846
245	0.001080236817
246	0.001080062959
247	0.001080135411
248	0.001080102217
249	0.001079958358
250	0.001079958358
251	0.001079977204
252	0.001079963575
253	0.001079950271
254	0.001080015484
255	0.001079856234
256	0.001079927121
257	0.001080002963
258	0.001079482825
259	0.001079134588
260	0.001078864215
261	0.001078719311
262	0.001078528368
263	0.001078506782
264	0.001059398099
265	0.001059332821
266	0.001059312931
267	0.00105917194
268	0.00105907223
269	0.00105907223
270	0.001059058209
271	0.001059000104
272	0.001059065056
273	0.001059019081
274	0.001059026972
275	0.001059061926
276	0.001058989279
277	0.001058931109
278	0.001058876852
279	0.001058878026
280	0.00105888859
281	0.001054325503
282	0.001054048348
283	0.001053910097
284	0.001053808886
285	0.001053859296
286	0.001053915835
287	0.001053823298
288	0.001053813907
289	0.001053797604
290	0.001053846514
291	0.001053757042
292	0.00105343952
293	0.001053525079
294	0.001053422825
295	0.001053457845
296	0.001053479626
297	0.001053366938
298	0.001053395762
299	0.001053318158
300	0.001053260054
301	0.001053293247
302	0.001052944619
303	0.001052987659
304	0.001052882079
305	0.001052910121
306	0.001052580309
307	0.001052535704
308	0.001052570397
309	0.001052571962
310	0.001052571962
311	0.001052556963
312	0.001052462796
313	0.001052351673
314	0.001052388453
315	0.001052389953
316	0.001052362759
317	0.001052328196
318	0.001052260375
319	0.001052203965
320	0.001052129362
321	0.001052132557
322	0.00105214873
323	0.001052073344
324	0.001052129297
325	0.001051982959
326	0.001051595463
327	0.001051595463
328	0.001051700261
329	0.001051665176
330	0.001051665176
331	0.001051646721
332	0.001051694848
333	0.001051479254
334	0.001051419258
335	0.001051369566
336	0.001051335068
337	0.001051251791
338	0.001051251791
339	0.001051234249
340	0.001051151233
341	0.001051170275
342	0.00105111667
343	0.001051146407
344	0.001051007503
345	0.001051007503
346	0.001051011286
347	0.001050996026
348	0.001051028371
349	0.001051011351
350	0.001029061298
351	0.001028942676
352	0.001028878897
353	0.001028911178
354	0.001028906678
355	0.001028931133
356	0.00102865
357	0.001028597895
358	0.001028590917
359	0.001028590917
360	0.001023111007
361	0.001023038033
362	0.00102305851
363	0.001022993297
364	0.001022987232
365	0.001023034707
366	0.001023021078
367	0.00102304912
368	0.001023039729
369	0.001022968255
370	0.00102295267
371	0.00102302323
372	0.001022934932
373	0.001022766617
374	0.001022830591
375	0.001022817157
376	0.001022721946
377	0.00102274764
378	0.00102268471
379	0.001022702056
380	0.001022622822
381	0.001022654646
382	0.001014664363
383	0.001014516721
384	0.001014568631
385	0.001014576978
386	0.001014582195
387	0.001014646365
388	0.001014530351
389	0.001014580956
390	0.001014565761
391	0.001014395034
392	0.001014497418
393	0.001014419815
394	0.001014467159
395	0.001014493671
396	0.001014548124
397	0.001014514083
398	0.001014460543
399	0.00101443961
400	0.001014245044
401	0.001014205916
402	0.001014045884
403	0.001014023972
404	0.001013937826
405	0.001013960194
406	0.001013832898
407	0.001013854679
408	0.001013827977
409	0.001013827977
410	0.001013847737
411	0.001013719528
412	0.0010137462
413	0.001013685357
414	0.001013651837
415	0.001013642773
416	0.001013638729
417	0.001013562626
418	0.001013539801
419	0.001013596797
420	0.00101350863
421	0.001013496826
422	0.001013506478
423	0.001013506478
424	0.001013445047
425	0.001013543584
426	0.001013411201
427	0.001013403506
428	0.00101334351
429	0.001013214193
430	0.001013176435
431	0.00101313509
432	0.001013124525
433	0.001013047248
434	0.001013037922
435	0.001013008837
436	0.001012894976437	0.001138782548
438	0.001138503045
439	0.001138385596
440	0.001138359707
441	0.00113825954
442	0.001138299711
443	0.001137946518
444	0.001137954865
445	0.001138017339
446	0.001137932461
447	0.001137874943
448	0.001137832294
449	0.001137839076
450	0.001137815991
451	0.001137768617
452	0.00113770236
453	0.001137711229
454	0.001137538445
455	0.001129627306
456	0.001116792264
457	0.001116711169
458	0.001116739732
459	0.001116650521
460	0.001116556223
461	0.001116044954
462	0.001116089038
463	0.001115951177
464	0.00111602268
465	0.001115919513
466	0.0011158573
467	0.001115725048
468	0.001110800368
469	0.001110738025
470	0.00111066929
471	0.001110686376
472	0.001110562863
473	0.001102484952
474	0.001102478431
475	0.001102324006
476	0.001102324006
477	0.001102274184
478	0.00110204959
479	0.00110193625
480	0.001101829692
481	0.001101644357
482	0.0011015811
483	0.001101543277
484	0.001093421709
485	0.001093362952
486	0.001093313847
487	0.001093109991
488	0.00109299789
489	0.001093013672
490	0.001092957588
491	0.001092965414
492	0.001092763384
493	0.001092812685
494	0.001092554732
495	0.001092261636
496	0.001092263723
497	0.001092289351
498	0.001092202292
499	0.001092185076
500	0.001092240376
501	0.001092159773
502	0.00503	0.00103503	0.00504	0.00103504	0.00505	0.0010505	0.001506	0.0010506	0.001507	0.0010507	0.001508	0.0010508	0.001509	0.0010509	0.001510	0.0010510	0.001511	0.001031142358
512	0.001031179448
513	0.001029929803
514	0.001029850677
515	0.001029609461
516	0.001029627385
517	0.001029434971
518	0.00102955867
519	0.001029113457
520	0.001029045328
521	0.001029042335
522	0.001028800923
523	0.001028841137
524	0.001028764158
525	0.001028701625
526	0.001028612999
527	0.001028528473
528	0.001028383691
529	0.001028330333
530	0.001028340679
531	0.001028283222
532	0.001028406661
533	0.001028265588
534	0.001028199476
535	0.001028027299
536	0.00102818516
537	0.001028246847
538	0.001028070636
539	0.001027851348
540	0.001027768188
541	0.001027613841
542	0.001027504587
543	0.001027547989
544	0.001027386224
545	0.001027391039
546	0.001027384142
547	0.00102720331
548	0.001027052152
549	0.00102700966
550	0.001027114099
551	0.001026992482
552	0.001026646567
553	0.001026436063
554	0.001026524624
555	0.001026397021
556	0.001026431899
557	0.00102623519
558	0.001026163418
559	0.001026239941
560	0.001026171942
561	0.001026075703
562	0.001025873789
563	0.001025596263
564	0.001025636476
565	0.001025503667
566	0.001025524164
567	0.001025513818
568	0.001025503927
569	0.001023786875
570	0.001023564398
571	0.001023725643
572	0.001023714061
573	0.001023697142
574	0.001023285116
575	0.001023342443
576	0.001022909363
577	0.001022936692
578	0.001022803753
579	0.001022783031
580	0.001022657735
581	0.001022738848
582	0.001022600508
583	0.001022679959
584	0.00102266727
585	0.001022419026
586	0.001022363326
587	0.00102240419
588	0.001022398724
589	0.001022246719
590	0.001022316996
591	0.001022263442
592	0.001022211611
593	0.00102231179
594	0.001022282573
595	0.001022364201
596	0.001022231718
597	0.001022092242
598	0.00102193425
599	0.001021882028
600	0.001021880532
601	0.001021800755
602	0.001021838887
603	0.00102172199
604	0.00102157402
605	0.001021637398
606	0.001021691537
607	0.001021505826
608	0.001021418957
609	0.001021464441
610	0.001021223485
611	0.001021382712
612	0.001021018838
613	0.001020777621
614	0.001020220226
615	0.001020179297
616	0.001020096137
617	0.001019940748
618	0.0010618	0.001619	0.001019956791
620	0.001020051144
621	0.001019832832
622	0.001019863545
623	0.001019912608
624	0.001019755463
625	0.001019812269
626	0.001015107076
627	0.00101509738
628	0.001015012007
629	0.001015094907
630	0.001014791744
631	0.001014841067
632	0.001014771376
633	0.001014512461
634	0.001014646376
635	0.001014596727
636	0.001014261714
637	0.001014222086
638	0.001013997137
639	0.001013884565
640	0.001013926305
641	0.001013159324
642	0.001013145139
643	0.001012997884
644	0.001013000161
645	0.001012895268
646	0.00101308228
647	0.001012751331
648	0.001012711053
649	0.001012550003
650	0.001012576812
651	0.001012422139
652	0.001011904361
653	0.001011877617
654	0.001011904231
655	0.001011778515
656	0.001011860113
657	0.001011641997
658	0.001011571525
659	0.001011732445
660	0.001011618897
661	0.001011739928
662	0.001011583889
663	0.00101159866
664	0.001011489601
665	0.001011444898
666	0.001011434096
667	0.001011327055
668	0.001011383797
669	0.001011272396
670	0.001011235956
671	0.001011346446
672	0.001011257169
673	0.001011222812
674	0.001011183509
675	0.001011141799
676	0.001011091239
677	0.001011137569
678	0.001010727234
679	0.001010873513
680	0.001010745584
681	0.001010855749
682	0.001010855749
683	0.001010590557
684	0.001010428561
685	0.001010394008
686	0.001010394008
687	0.001010370387
688	0.001010365247
689	0.001010322105
690	0.001010180937
691	0.001010103178
692	0.001010197235
693	0.001010205729
694	0.001009978893
695	0.001009986051
696	0.001010133241
697	0.001009775063
698	0.001009846055
699	0.00100963939
700	0.00100944984
701	0.001009315954
702	0.001009239171
703	0.001009343089
704	0.001009239301
705	0.001009200129
706	0.001009135058
707	0.001009181844
708	0.001008989791
709	0.001009077145
710	0.001008909133
711	0.001009006059
712	0.001008877769
713	0.001008739299
714	0.001008626532
715	0.001008621781
716	0.001008661409
717	0.001008490599
718	0.001008572718
719	0.001008517799
720	0.001008395206
721	0.001008250749
722	0.001008283805
723	0.001008312696
724	0.001008237279
725	0.001007946449
726	0.001007827305
727	0.001007779023
728	0.001007838758
729	0.00100774447
730	0.001007629426
731	0.001007643416
732	0.001007701003
733	0.001007314904
734	0.001007313993
735	0.001007339696
736	0.001007380365
737	0.001007078958
738	0.001006931118
739	0.001006942505
740	0.001006915306
741	0.001006859996
742	0.001006822255
743	0.001006608888
744	0.001006052795
745	0.001006270001
746	0.001005888947
747	0.001005945884
748	0.001005796938
749	0.000984905546
750	0.0009845253386
751	0.000984695368
752	0.0009846095399
753	0.0009845500654
754	0.0009844706793
755	0.0009841470183
756	0.0009842482681
757	0.0009841380386
758	0.0009840962632
759	0.000984015836
760	0.000983993712
761	0.000983941135
762	0.0009764293939
763	0.0009763827383
764	0.0009763457132
765	0.0009761851841
766	0.0009763779882
767	0.000976330812
768	0.0009763104449
769	0.0009758450602
770	0.000975599614
771	0.0009756424304
772	0.0009754547018
773	0.000975040782
774	0.0009751499113
775	0.0009750293296
776	0.00097501124
777	0.0009750032363
778	0.000974787338
779	0.0009746759964
780	0.0009748179804
781	0.0009747573346
782	0.0009745441634
783	0.0009746443721
784	0.0009743758909
785	0.0009743738087
786	0.0009742190058
787	0.0009742626031
788	0.0009740845049
789	0.0009739215031
790	0.0009737990403
791	0.000973779389
792	0.0009737635768
793	0.0009736774234
794	0.000973558995
795	0.0009731864009
796	0.0009733218778
797	0.0009731435844
798	0.0009730635476
799	0.0009730249608
0009418403284
789	0.0009419037806
790	0.0009418231774
791	0.0009417728982
792	0.0009417524214
793	0.0009415257411
794	0.0009415762159
795	0.0009416154742
796	0.0009415461528
797	0.0009414890914
798	0.0009413873592
799	0.0009414130531
